"행정구역별","성별","연령별","항목","단위","2015 년",
"면부","남자","합계","내국인(60세 이상)-계","","690295",
"면부","남자","합계","초등학교","","267379",
"면부","남자","합계","중학교","","144604",
"면부","남자","합계","고등학교","","145510",
"면부","남자","합계","대학(4년제 미만)","","13553",
"면부","남자","합계","대학교(4년제 이상)","","40556",
"면부","남자","합계","대학원 이상","","11355",
"면부","남자","합계","안 받았음(미취학 포함)","","67338",
"면부","남자","60~64","내국인(60세 이상)-계","","181942",
"면부","남자","60~64","초등학교","","47549",
"면부","남자","60~64","중학교","","46890",
"면부","남자","60~64","고등학교","","57523",
"면부","남자","60~64","대학(4년제 미만)","","6210",
"면부","남자","60~64","대학교(4년제 이상)","","14429",
"면부","남자","60~64","대학원 이상","","5436",
"면부","남자","60~64","안 받았음(미취학 포함)","","3905",
"면부","남자","65~69","내국인(60세 이상)-계","","153521",
"면부","남자","65~69","초등학교","","54268",
"면부","남자","65~69","중학교","","38250",
"면부","남자","65~69","고등학교","","38248",
"면부","남자","65~69","대학(4년제 미만)","","3396",
"면부","남자","65~69","대학교(4년제 이상)","","10478",
"면부","남자","65~69","대학원 이상","","3028",
"면부","남자","65~69","안 받았음(미취학 포함)","","5853",
"면부","남자","70~74","내국인(60세 이상)-계","","140087",
"면부","남자","70~74","초등학교","","62904",
"면부","남자","70~74","중학교","","29916",
"면부","남자","70~74","고등학교","","23724",
"면부","남자","70~74","대학(4년제 미만)","","1837",
"면부","남자","70~74","대학교(4년제 이상)","","7665",
"면부","남자","70~74","대학원 이상","","1670",
"면부","남자","70~74","안 받았음(미취학 포함)","","12371",
"면부","남자","75~79","내국인(60세 이상)-계","","116890",
"면부","남자","75~79","초등학교","","57215",
"면부","남자","75~79","중학교","","19076",
"면부","남자","75~79","고등학교","","16503",
"면부","남자","75~79","대학(4년제 미만)","","1210",
"면부","남자","75~79","대학교(4년제 이상)","","4713",
"면부","남자","75~79","대학원 이상","","889",
"면부","남자","75~79","안 받았음(미취학 포함)","","17284",
"면부","남자","80~84","내국인(60세 이상)-계","","65415",
"면부","남자","80~84","초등학교","","31587",
"면부","남자","80~84","중학교","","7764",
"면부","남자","80~84","고등학교","","7535",
"면부","남자","80~84","대학(4년제 미만)","","621",
"면부","남자","80~84","대학교(4년제 이상)","","2507",
"면부","남자","80~84","대학원 이상","","258",
"면부","남자","80~84","안 받았음(미취학 포함)","","15143",
"면부","남자","85세 이상","내국인(60세 이상)-계","","32440",
"면부","남자","85세 이상","초등학교","","13856",
"면부","남자","85세 이상","중학교","","2708",
"면부","남자","85세 이상","고등학교","","1977",
"면부","남자","85세 이상","대학(4년제 미만)","","279",
"면부","남자","85세 이상","대학교(4년제 이상)","","764",
"면부","남자","85세 이상","대학원 이상","","74",
"면부","남자","85세 이상","안 받았음(미취학 포함)","","12782",
"면부","여자","합계","내국인(60세 이상)-계","","928119",
"면부","여자","합계","초등학교","","407000",
"면부","여자","합계","중학교","","98101",
"면부","여자","합계","고등학교","","62924",
"면부","여자","합계","대학(4년제 미만)","","5517",
"면부","여자","합계","대학교(4년제 이상)","","11480",
"면부","여자","합계","대학원 이상","","2069",
"면부","여자","합계","안 받았음(미취학 포함)","","341028",
"면부","여자","60~64","내국인(60세 이상)-계","","179515",
"면부","여자","60~64","초등학교","","82056",
"면부","여자","60~64","중학교","","45249",
"면부","여자","60~64","고등학교","","32846",
"면부","여자","60~64","대학(4년제 미만)","","3004",
"면부","여자","60~64","대학교(4년제 이상)","","5508",
"면부","여자","60~64","대학원 이상","","1239",
"면부","여자","60~64","안 받았음(미취학 포함)","","9613",
"면부","여자","65~69","내국인(60세 이상)-계","","159203",
"면부","여자","65~69","초등학교","","88299",
"면부","여자","65~69","중학교","","25774",
"면부","여자","65~69","고등학교","","16086",
"면부","여자","65~69","대학(4년제 미만)","","1367",
"면부","여자","65~69","대학교(4년제 이상)","","3156",
"면부","여자","65~69","대학원 이상","","491",
"면부","여자","65~69","안 받았음(미취학 포함)","","24030",
"면부","여자","70~74","내국인(60세 이상)-계","","182004",
"면부","여자","70~74","초등학교","","97337",
"면부","여자","70~74","중학교","","14641",
"면부","여자","70~74","고등학교","","7130",
"면부","여자","70~74","대학(4년제 미만)","","582",
"면부","여자","70~74","대학교(4년제 이상)","","1550",
"면부","여자","70~74","대학원 이상","","205",
"면부","여자","70~74","안 받았음(미취학 포함)","","60559",
"면부","여자","75~79","내국인(60세 이상)-계","","181476",
"면부","여자","75~79","초등학교","","78648",
"면부","여자","75~79","중학교","","7687",
"면부","여자","75~79","고등학교","","3751",
"면부","여자","75~79","대학(4년제 미만)","","291",
"면부","여자","75~79","대학교(4년제 이상)","","681",
"면부","여자","75~79","대학원 이상","","84",
"면부","여자","75~79","안 받았음(미취학 포함)","","90334",
"면부","여자","80~84","내국인(60세 이상)-계","","131149",
"면부","여자","80~84","초등학교","","41859",
"면부","여자","80~84","중학교","","3264",
"면부","여자","80~84","고등학교","","1842",
"면부","여자","80~84","대학(4년제 미만)","","136",
"면부","여자","80~84","대학교(4년제 이상)","","293",
"면부","여자","80~84","대학원 이상","","32",
"면부","여자","80~84","안 받았음(미취학 포함)","","83723",
"면부","여자","85세 이상","내국인(60세 이상)-계","","94772",
"면부","여자","85세 이상","초등학교","","18801",
"면부","여자","85세 이상","중학교","","1486",
"면부","여자","85세 이상","고등학교","","1269",
"면부","여자","85세 이상","대학(4년제 미만)","","137",
"면부","여자","85세 이상","대학교(4년제 이상)","","292",
"면부","여자","85세 이상","대학원 이상","","18",
"면부","여자","85세 이상","안 받았음(미취학 포함)","","72769",
"서울특별시","계","합계","내국인(60세 이상)-계","","1756932",
"서울특별시","계","합계","초등학교","","417409",
"서울특별시","계","합계","중학교","","314175",
"서울특별시","계","합계","고등학교","","525210",
"서울특별시","계","합계","대학(4년제 미만)","","52299",
"서울특별시","계","합계","대학교(4년제 이상)","","258973",
"서울특별시","계","합계","대학원 이상","","67903",
"서울특별시","계","합계","안 받았음(미취학 포함)","","120963",
"서울특별시","계","60~64","내국인(60세 이상)-계","","556511",
"서울특별시","계","60~64","초등학교","","77410",
"서울특별시","계","60~64","중학교","","106382",
"서울특별시","계","60~64","고등학교","","215606",
"서울특별시","계","60~64","대학(4년제 미만)","","23917",
"서울특별시","계","60~64","대학교(4년제 이상)","","97151",
"서울특별시","계","60~64","대학원 이상","","30632",
"서울특별시","계","60~64","안 받았음(미취학 포함)","","5413",
"서울특별시","계","65~69","내국인(60세 이상)-계","","434319",
"서울특별시","계","65~69","초등학교","","91325",
"서울특별시","계","65~69","중학교","","87093",
"서울특별시","계","65~69","고등학교","","144211",
"서울특별시","계","65~69","대학(4년제 미만)","","13595",
"서울특별시","계","65~69","대학교(4년제 이상)","","68994",
"서울특별시","계","65~69","대학원 이상","","16859",
"서울특별시","계","65~69","안 받았음(미취학 포함)","","12242",
"서울특별시","계","70~74","내국인(60세 이상)-계","","337207",
"서울특별시","계","70~74","초등학교","","102219",
"서울특별시","계","70~74","중학교","","62782",
"서울특별시","계","70~74","고등학교","","86614",
"서울특별시","계","70~74","대학(4년제 미만)","","7328",
"서울특별시","계","70~74","대학교(4년제 이상)","","45207",
"서울특별시","계","70~74","대학원 이상","","10380",
"서울특별시","계","70~74","안 받았음(미취학 포함)","","22677",
"서울특별시","계","75~79","내국인(60세 이상)-계","","225924",
"서울특별시","계","75~79","초등학교","","78261",
"서울특별시","계","75~79","중학교","","35124",
"서울특별시","계","75~79","고등학교","","46637",
"서울특별시","계","75~79","대학(4년제 미만)","","3897",
"서울특별시","계","75~79","대학교(4년제 이상)","","28974",
"서울특별시","계","75~79","대학원 이상","","6128",
"서울특별시","계","75~79","안 받았음(미취학 포함)","","26903",
"서울특별시","계","80~84","내국인(60세 이상)-계","","121873",
"서울특별시","계","80~84","초등학교","","41364",
"서울특별시","계","80~84","중학교","","15245",
"서울특별시","계","80~84","고등학교","","22242",
"서울특별시","계","80~84","대학(4년제 미만)","","2053",
"서울특별시","계","80~84","대학교(4년제 이상)","","13084",
"서울특별시","계","80~84","대학원 이상","","2712",
"서울특별시","계","80~84","안 받았음(미취학 포함)","","25173",
"서울특별시","계","85세 이상","내국인(60세 이상)-계","","81098",
"서울특별시","계","85세 이상","초등학교","","26830",
"서울특별시","계","85세 이상","중학교","","7549",
"서울특별시","계","85세 이상","고등학교","","9900",
"서울특별시","계","85세 이상","대학(4년제 미만)","","1509",
"서울특별시","계","85세 이상","대학교(4년제 이상)","","5563",
"서울특별시","계","85세 이상","대학원 이상","","1192",
"서울특별시","계","85세 이상","안 받았음(미취학 포함)","","28555",
"서울특별시","남자","합계","내국인(60세 이상)-계","","795037",
"서울특별시","남자","합계","초등학교","","121992",
"서울특별시","남자","합계","중학교","","131793",
"서울특별시","남자","합계","고등학교","","269132",
"서울특별시","남자","합계","대학(4년제 미만)","","27741",
"서울특별시","남자","합계","대학교(4년제 이상)","","170349",
"서울특별시","남자","합계","대학원 이상","","54743",
"서울특별시","남자","합계","안 받았음(미취학 포함)","","19287",
